"url"	"title"	"description"	"image"	"price"	"category"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-26075%2Fde-belgische-ardennen-vakantiepark-residence-durbuy%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"De Belgische Ardennen - Vakantiepark Résidence Durbuy"	"Hebt u ook zo`n zin om er even lekker tussenuit te gaan? Ga dan naar de prachtige Belgische Ardennen. Het prachtige groene en heuvelachtige gebied zullen uw vakantie zeker tot een succes maken! U kunt hier prima wandelen en fietsen, maar ook de iets meer gewaagde sporten als bergbeklimmen, abseilen en mountainbiken zijn hier mogelijk. U verblijft op vakantiepark Résidence Durbuy in een comfortabele studio of appartement, gelegen midden in de Belgische Ardennen en op slechts 3 km. van het pittoreske stadje Durbuy! Een echte topvakantie dus voor een supervoordelige prijs!"	"http://www.kras.nl/wsmedia/001/188/032.jpg"	"27"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-50374%2Fde-belgische-ardennen-vakantiepark-l%60espinette%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"De Belgische Ardennen - Vakantiepark L`Espinette"	"Wij bieden u nu voor een wel heel voordelige prijs een heerlijke vakantie met het hele gezin in een bosrijke omgeving... wie wil dat nu niet? U verblijft op Vakantiepark L`Espinette, in de Belgische Ardennen. Het prachtige groene en heuvelachtige gebied zullen uw vakantie zeker tot een succes maken! U kunt hier prima wandelen en fietsen, maar ook de iets meer gewaagde sporten als bergbeklimmen, abseilen en mountainbiken zijn hier mogelijk. Wacht niet langer en boek deze supervoordelige autoreis!"	"http://www.kras.nl/wsmedia/002/006/036.jpg"	"15"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-50628%2Fautovakantie-overijssel-camping-de-kom%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Overijssel - Camping de Kom"	"Heerlijk wandelen of fietsen in de ´Kop van Overijssel´! Hier kunt u tijdens uw wandel- of fietstocht kennismaken met het knooppunt van de drie provinciën nl.; Overijssel, Drenthe en Friesland. In de directe bosrijke omgeving zult u zeker genieten van de prachtige natuur. Vanuit de camping lopen een drietal korte (4 km) wandelroutes zoals de ´Grafheuvelroute´, de ´Zeven Heuvelenroute´ en de ´Woldbergroute´. De routes zijn ook aan elkaar te koppelen voor de wat meer sportieve wandelaar. Op de fiets is uw bereik nog groter, wat te denken van de hunebedden in Havelte, of per fiets naar Giethoorn en daar de boot nemen? Kortom: een ideaal gebied voor iedereen!"	"http://www.kras.nl/wsmedia/002/099/065.jpg"	"25"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-24497%2Fde-belgische-ardennen-vakantiepark-les-doyards%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"De Belgische Ardennen - Vakantiepark Les Doyards"	"Wij bieden u nu voor een wel heel voordelige prijs een heerlijke vakantie met het hele gezin in een bosrijke omgeving... wie wil dat nu niet? U verblijft op Vakantiepark Les Doyards in een appartement of bungalow in de Belgische Ardennen. Het prachtige groene en heuvelachtige gebied zullen uw vakantie zeker tot een succes maken! U kunt hier prima wandelen en fietsen, maar ook de iets meer gewaagde sporten als bergbeklimmen, abseilen en mountainbiken zijn hier mogelijk. Het stadje Spa, klein maar toch wereldberoemd, Malmedy, eindpunt van één van de mooiste routes van de Ardennen en La Roche-en-Ardenne dat aan de Ourthe ligt en gedomineerd wordt door een indrukwekkende kasteelruïne uit de middeleeuwen, zijn zeer de moeite van het bezoeken waard! Wacht niet langer en boek deze supervoordelige autoreis!"	"http://www.kras.nl/wsmedia/002/159/130.jpg"	"16"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-26082%2Fde-belgische-ardennen-vakantiepark-van-oignies%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"De Belgische Ardennen - Vakantiepark van Oignies"	"Hebt u ook zo`n zin om er even lekker tussenuit te gaan? Ga dan naar de prachtige Belgische Ardennen, waar eeuwenoude stadjes afgewisseld worden met uitgestrekte bossen. Tegen absolute bodemprijzen hebben wij vakantiepark van Oignies ingekocht waar u verblijft in een chalet. Een ideale uitvalsbasis voor urenlang wandelplezier, sportieve watersporten op de vrolijk klaterende riviertjes en uitstapjes naar stoere vestingstadjes! Op naar de Belgische Ardennen!"	"http://www.kras.nl/wsmedia/001/207/071.jpg"	"13"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-26072%2Fde-belgische-ardennen-vakantiepark-domaine-du-bonsoy%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"De Belgische Ardennen - Vakantiepark Domaine du Bonsoy"	"Een supervoordelige vakantie met het hele gezin in een bosrijke omgeving... wie wil dat nu niet? Tegen de nu nóg scherpere prijs bieden wij u een verblijf aan op Vakantiepark Domaine du Bonsoy, midden in de Belgische Ardennen! U verblijft in een bungalow en kunt in de omgeving allerlei uitstapjes maken naar eeuwenoude kastelen en ruïnes, indrukwekkende grotten, uitgestrekte tuinen en een heuse bierbrouwerij! Ook voor de sportievelingen onder ons zijn er mogelijkheden te over; natuurlijk kunt u hier prachtig fietsen en wandelen, maar ook bergbeklimmen, abseilen, mountainbiken en kajakken kunnen hier heel goed. Een echte topvakantie dus!"	"http://www.kras.nl/wsmedia/001/062/000.jpg"	"16"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-51031%2Fde-belgische-ardennen-village-de-vacances-vencimont%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"De Belgische Ardennen - Village de Vacances Vencimont"	"Een supervoordelige vakantie met het hele gezin in een bosrijke omgeving... wie wil dat nu niet? Tegen de nu nóg scherpere prijs bieden wij u een verblijf aan op Vakantiepark Villages de Vacances Vencimont, midden in de Belgische Ardennen! U verblijft in een chalet en kunt in de omgeving allerlei uitstapjes maken naar eeuwenoude kastelen en ruïnes, indrukwekkende grotten, uitgestrekte tuinen en een heuse bierbrouwerij! Ook voor de sportievelingen onder ons zijn er mogelijkheden te over; natuurlijk kunt u hier prachtig fietsen en wandelen, maar ook bergbeklimmen, abseilen, mountainbiken en kajakken kunnen hier heel goed. Een echte topvakantie dus!"	"http://www.kras.nl/wsmedia/001/188/018.jpg"	"17"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-50038%2Fautovakantie-noord-brabant-vakantiepark-dierenbos%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Noord-Brabant - Vakantiepark Dierenbos"	"Alweer zo`n schitterende bungalowspecial! Wij reserveerden voor u bungalows op het gezellige Vakantiepark Dierenbos, op een steenworp afstand van `s- Hertogenbosch! Voor de prijs hoeft u het zeer zeker niet te laten! U krijgt tijdens uw verblijf bovendien gratis en onbeperkt entree tot maar liefst 6 attractieparken (of 25% korting ná uw verblijf voor de rest van het jaar)! Dus wilt u er nog even tussenuit? Boek dan snel voor deze topaanbieding!GRATIS ExtraCard! Met de waardevolle ExtraCard krijgt u tijdens uw vakantie gratis en onbeperkt toegang tot 6 dagattracties:• Zwem- en schaatssensatie Sportiom in `s-Hertogenbosch• Safaripark Beekse Bergen in Hilvarenbeek• Speelland Beekse Bergen in Hilvarenbeek• Dierenrijk Europa in Mierlo • Expeditie Ecodrome Zwolle• Nederlands Stripmuseum in Groningen Ná uw vakantie biedt de ExtraCard u 25% korting op deze attractieparken. De GRATIS ExtraCard heeft een waarde van maar liefst honderden euro`s!"	"http://www.kras.nl/wsmedia/002/021/021.jpg"	"29"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fkroatie%2Freis-50771%2Fautovakantie-istrie-village-materada%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Istrië - Village Materada"	"Het populairste vakantiegebied van Kroatië is zonder twijfel het mooie schiereiland Istrië. Naast heerlijke strandjes en intieme baaitjes is het een gebied waar eeuwenoude stadjes verborgen liggen in een prachtige heuvelachtige natuur, waar soms de tijd lijkt te hebben stilgestaan. Tijdens deze autoreis naar Porec verblijft u op vakantiepark Village Materada in een mobilhome, gelegen op een schiereilandje direct aan het rots-/kiezelstrand. Wacht niet langer en boek deze autovakantie naar Kroatië!"	"http://www.kras.nl/wsmedia/001/216/089.jpg"	"69"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-26194%2Fautovakantie-noord-limburg-resort-arcen%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Noord-Limburg - Resort Arcen"	"U verblijft tijdens deze autovakantie op het luxe en zeer complete toppark Resort Arcen. Welke is gelegen in het prachtige Noord - Limburgse landschap aan de Maas, verscholen tussen bos en weide, in een licht glooiend, pittoresk landschap. Arcen Het plaatsje is met name bekend vanwege de Kasteeltuinen (niet het gehele jaar geopend) en het Thermaalbad. In de omgeving van Arcen vindt u verschillende natuurgebieden, ideaal voor lange wandelingen en fietstochten. Lees snel verder en boek nu, want bij deze prijzen blijft niemand stilzitten…"	"http://www.kras.nl/wsmedia/002/104/055.jpg"	"15"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-26158%2Fde-belgische-ardennen-vakantiepark-vallee-de-rabais%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"De Belgische Ardennen - Vakantiepark Vallée de Rabais"	"Zin in een autovakantie naar een van de mooiste gebieden in België? Wat dacht u van de Ardennen, waar tussen de glooiende heuvels eeuwenoude stadjes afgewisseld worden met uitgestrekte bossen? Autovakantie Belgische ArdennenTijdens deze autovakantie verblijft u in het leuke en mooi gelegen vakantiepark Vallée de Rabais. Wat al absolute bodemprijzen waren, is nu nóg eens in prijs verlaagd! De Gaume-streek is een ideale uitvalsbasis voor urenlang wandelplezier, sportieve watersporten op de vrolijk klaterende riviertjes en uitstapjes naar stoere vestingstadjes! Op naar de Belgische Ardennen!"	"http://www.kras.nl/wsmedia/002/143/153.jpg"	"16"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-50037%2Fautovakantie-noord-brabant-beekse-bergen%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Noord-Brabant - Beekse Bergen"	"Geweldige extra ingekochte bungalowspecial! Wij hebben weer eens beslag gelegd op een uniek arrangement dat u niet mag laten schieten. Met Vakantiepark Beekse Bergen (nabij het bekende Safaripark Beekse Bergen) zijn wij zeer speciale prijzen overeengekomen, waar wij onze klanten graag van laten profiteren. Safaripark Beekse Bergen Bovendien krijgt u tijdens uw verblijf gratis en onbeperkt toegang tot het Safaripark Beekse Bergen, één van de grootste dierenparken van Europa. Het vakantiepark in Hilvarenbeek is gelegen in een prachtige groene omgeving en biedt vele mogelijkheden om even heerlijk te ontspannen. Dus wilt u er nog even tussenuit? Boek dan snel voor deze topaanbieding! Gaat u mee op Safari in eigen land?GRATIS ExtraCard! Met de waardevolle ExtraCard krijgt u tijdens uw vakantie gratis en onbeperkt toegang tot 6 dagattracties (Safaripark Beekse Bergen, Zwem- en schaatssensatie Sportiom in `s-Hertogenbosch, Speelland Beekse Bergen, Dierenrijk Europa, Expeditie Ecodrome Zwolle en het Nederlands Stripmuseum in Groningen)! Ná uw vakantie biedt de ExtraCard u 25% korting op deze attractieparken. De GRATIS ExtraCard heeft een waarde van maar liefst honderden euro`s! Let op: u dient ter plaatse een pasfoto (p.p. vanaf 3 jr) in te leveren om deze ExtraCard te verkrijgen!"	"http://www.kras.nl/wsmedia/002/021/013.jpg"	"29"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fduitsland%2Freis-50455%2Fautovakantie-duitse-eifel-landal-wirfttal%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Duitse Eifel - Landal Wirfttal"	"Op Landal Wirfttal ruikt u het direct: de frisse lucht stroomt u tegemoet. Niet voor niets is dit het gebied van Luftkurort Stadtkyll. Landal Wirfttal ligt op nog geen twee uur rijden van Maastricht en is gelegen in een echt natuurpark."	"http://www.kras.nl/wsmedia/002/081/084.jpg"	"36"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Ffrankrijk%2Freis-50893%2Fautovakantie-languedoc-roussillion-domaine-du-golf%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Languedoc-Roussillion - Domaine du Golf"	"Ontdek de Zuid-Franse regio Languedoc-Rousilion, met volop mogelijkheden om met uw auto prachtige uitstapjes te maken naar boeiende steden als Montpellier. U kunt lange wandelingen ondernemen, genieten van de ruige natuur en gezellige marktplaatsjes bezoeken waar heerlijke lokale specialiteiten worden aangeboden! In de zomer behoort een dagje naar het strand natuurlijk ook tot de mogelijkheden, want de Middellandse Zee bevindt zich op slechts een kwartiertje rijden! U verblijft tijdens deze autovakantie op Residence Le Domaine du Golf in een vakantiewoning. Wacht dus niet langer en boek nú uw autoreis naar Zuid-Frankrijk!"	"http://www.kras.nl/wsmedia/002/135/085.jpg"	"49"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-51155%2Fautovakantie-noord-brabant-landal-het-vennenbos%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Noord-Brabant - Landal Het Vennenbos"	"Een verblijf op Landal Het Vennenbos, middenin de Brabantse Kempen, is één groot feest. Een duik in het golfslagbad van het Subtropisch Waterparadijs, een keer van de spannende Black Hole glijbaan met sterrenhemel en signal-lights af, ravotten in het Kids Junglebad of de spectaculaire Lazy River ontdekken. Uw kinderen willen niets anders meer. Wedden dat u als volwassene net zoveel plezier heeft? Eenmaal opgedroogd gaan uw kleintjes gewoon verder op avontuur. Bijvoorbeeld in het Indoor Puk & Pelle Speelpaleis. Heeft u tijd om de prachtige omgeving van de Brabantse Kempen te verkennen!"	"http://www.kras.nl/wsmedia/000/168/196.jpg"	"45"	"reizen/autovakantie"	
